国/粤语歌曲,#genre#
山东卫视_4M,http://39.135.25.42:6610/170000001115/UmaiCHAN911992BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUYPFYDnFP%2FDAPuH7S4egu%2BwwoDIwMxbrlyyVy9x6ZDKni2tPDnaOO8v3uGUKi1hZOhPazmZ%2B8tgH3leYQIsqfKE
深圳卫视_4M,http://39.135.25.42:6610/170000001115/UmaiCHAN181362BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTYjXE4%2FzHcB4DvaRB5Fv5MwoDIwMxbrlyyVy9x6ZDKneDM0LfUyK1%2BahEGNL2DZu0fEvbcgscnXPl2IbJvqKAk
四川卫视_4M,http://39.135.25.42:6610/170000001115/UmaiCHAN3840706BESTVSMGSMG9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUexeCsKxlG2LwkJhai31bTGuXYXralHX2VS7ob25to85GPdBSQnb6X4MP9N0MoC%2FOefakVOC0E4dsoMVDkuWsho
浙江卫视_4M,http://39.135.25.42:6610/170000001115/UmaiCHAN111130BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUclW6AUI%2FSIO%2Bs%2F9KaqCfRAwoDIwMxbrlyyVy9x6ZDKnvfae09h%2Fzg38THB%2B%2FvaO%2BqCb7fDXq%2F%2BRzM2c4SN6TJM
中国教育1_4M,http://39.135.25.42:6610/170000001115/UmaiCHAN3138605BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUOUGwH6VRXb4DjD%2BZ9jv%2Fndo%2FUL80msfbhDYvoWpNl3Oq%2BxBXK1CATKks%2BugJbz%2FG5yJ1j9pWSKsB9RqtX16R4
咪咕直播V6,#genre#
咪咕直播4K-1,http://[2409:8087:1a01:df::4001]/PLTV/88888888/224/3221225655/index.m3u8
咪咕直播4K-2,http://[2409:8087:1a01:df::4005]/PLTV/88888888/224/3221225651/index.m3u8
咪咕直播-1,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225611/index.m3u8
咪咕直播-2,http://[2409:8087:1a01:df::4005]/PLTV/88888888/224/3221225613/index.m3u8
咪咕直播-3,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225619/index.m3u8
咪咕直播-4,http://[2409:8087:1a01:df::4058]/PLTV/88888888/224/3221225620/index.m3u8
咪咕直播-5,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225639/index.m3u8
咪咕直播-6,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225641/index.m3u8
咪咕直播-7,http://[2409:8087:1a01:df::4011]/PLTV/88888888/224/3221225643/index.m3u8
咪咕直播-8,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225645/index.m3u8
咪咕直播-9,http://[2409:8087:1a01:df::4016]/PLTV/88888888/224/3221225647/index.m3u8
咪咕直播-10,http://[2409:8087:1a01:df::4022]/PLTV/88888888/224/3221225648/index.m3u8
咪咕直播-11,http://[2409:8087:1a01:df::402a]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕直播-12,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
咪咕直播-13,http://[2409:8087:1a01:df::4014]/PLTV/88888888/224/3221225652/index.m3u8
咪咕直播-14,http://[2409:8087:1a01:df::4013]/PLTV/88888888/224/3221225653/index.m3u8
咪咕直播-15,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225654/index.m3u8
咪咕直播-16,http://[2409:8087:1a01:df::4019]/PLTV/88888888/224/3221225658/index.m3u8
咪咕直播-17,http://[2409:8087:1a01:df::4012]/PLTV/88888888/224/3221225660/index.m3u8
咪咕直播-18,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225662/index.m3u8
咪咕直播-19,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221225733/index.m3u8
咪咕直播-20,http://[2409:8087:1a01:df::4048]/PLTV/88888888/224/3221225735/index.m3u8
咪咕直播-21,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225737/index.m3u8
咪咕直播-22,http://[2409:8087:1a01:df::4074]/PLTV/88888888/224/3221225739/index.m3u8
咪咕直播-23,http://[2409:8087:1a01:df::4030]/PLTV/88888888/224/3221225754/index.m3u8
咪咕直播-24,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225756/index.m3u8
咪咕直播-25,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225758/index.m3u8
咪咕直播-26,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225760/index.m3u8
咪咕直播-27,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225895/index.m3u8
咪咕直播-28,http://[2409:8087:1a01:df::4028]/PLTV/88888888/224/3221225897/index.m3u8
咪咕直播-29,http://[2409:8087:1a01:df::4061]/PLTV/88888888/224/3221225899/index.m3u8
咪咕直播-30,http://[2409:8087:1a01:df::4009]/PLTV/88888888/224/3221225901/index.m3u8
咪咕直播-31,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225903/index.m3u8
咪咕直播-32,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕直播-33,http://[2409:8087:1a01:df::4051]/PLTV/88888888/224/3221225905/index.m3u8
咪咕直播-34,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕直播-35,http://[2409:8087:1a01:df::4055]/PLTV/88888888/224/3221225910/index.m3u8
咪咕直播-36,http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221225912/index.m3u8
咪咕直播-37,http://[2409:8087:1a01:df::4027]/PLTV/88888888/224/3221225914/index.m3u8
咪咕直播-38,http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221226027/index.m3u8
咪咕直播-39,http://[2409:8087:1a01:df::4068]/PLTV/88888888/224/3221226031/index.m3u8
咪咕直播-40,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221226046/index.m3u8
咪咕直播-41,http://[2409:8087:1a01:df::4041]/PLTV/88888888/224/3221226053/index.m3u8
咪咕直播-42,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
海南移动V6,#genre#
CCTV-1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/1.m3u8
CCTV-1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010045/1.m3u8
CCTV-1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/1.m3u8
CCTV-2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010050/1.m3u8
CCTV-2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8
CCTV-3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010138/1.m3u8
CCTV-3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/1.m3u8
CCTV-4,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010017/1.m3u8
CCTV-5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010139/1.m3u8
CCTV-5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010145/1.m3u8
CCTV-5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010127/1.m3u8
CCTV-5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010044/1.m3u8
CCTV-5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8
CCTV-6,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010214/1.m3u8
CCTV-6,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010140/1.m3u8
CCTV-7,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010051/1.m3u8
CCTV-7,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010215/1.m3u8
CCTV-8,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010216/1.m3u8
CCTV-8,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010141/1.m3u8
CCTV-9,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010052/1.m3u8
CCTV-10,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010046/1.m3u8
CCTV-10,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/1.m3u8
CCTV-11,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/1.m3u8
CCTV-12,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8
CCTV-12,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010047/1.m3u8
CCTV-13,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8
CCTV-14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8
CCTV-14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010048/1.m3u8
CCTV-15,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8
CCTV-16,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/1.m3u8
CCTV-17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010049/1.m3u8
CCTV-17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8
CCTV中视购物,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010134/1.m3u8
新海南,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010090/1.m3u8
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8
北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/1.m3u8
湖北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010057/1.m3u8
安徽卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010041/1.m3u8
湖南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010058/1.m3u8
东方卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010054/1.m3u8
北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010043/1.m3u8
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/1.m3u8
黑龙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010056/1.m3u8
重庆卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010053/1.m3u8
江苏卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010059/1.m3u8
辽宁卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010061/1.m3u8
云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/1.m3u8
东南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010096/1.m3u8
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8
江西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010060/1.m3u8
浙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010070/1.m3u8
天津卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010069/1.m3u8
山东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010066/1.m3u8
贵州卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010100/1.m3u8
河北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010101/1.m3u8
四川卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010115/1.m3u8
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/1.m3u8
青海卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/1.m3u8
山西卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010114/1.m3u8
陕西卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010113/1.m3u8
河南卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010071/1.m3u8
吉林卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010075/1.m3u8
内蒙古卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010109/1.m3u8
新疆卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010116/1.m3u8
海南卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010083/1.m3u8
宁夏卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010110/1.m3u8
西藏卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010123/1.m3u8
大湾区卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010108/1.m3u8
CETV-1SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010103/1.m3u8
CETV-2SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010104/1.m3u8
CETV-4SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010105/1.m3u8
CGTN SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010137/1.m3u8
CGTN SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010095/1.m3u8
海南公共,http://[2409:8087:5e00:24::1e]:6060/000000001000/460000100000000057/1.m3u8
海南少儿,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000112/1.m3u8
海南文旅,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000113/1.m3u8
海南新闻,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000111/1.m3u8
海南自贸,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000116/1.m3u8
黑莓动画,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/1.m3u8
古装剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010004/1.m3u8
家庭剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010074/1.m3u8
潮妈辣婆,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010005/1.m3u8
动作电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010003/1.m3u8
爱情喜剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010000/1.m3u8
东北热剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010021/1.m3u8
欢乐剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010025/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010125/1.m3u8
武搏世界,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010135/1.m3u8
精品萌宠,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010146/1.m3u8
咪咕全民热练,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/1.m3u8
惊悚悬疑,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010077/1.m3u8
怡伴健康,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010082/1.m3u8
军事评论,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010080/1.m3u8
精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8
超级综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010062/1.m3u8
超级电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010064/1.m3u8
黑莓电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8
军旅剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010079/1.m3u8
电子竞技,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010084/1.m3u8
金牌综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010086/1.m3u8
精品纪录,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010076/1.m3u8
精品大剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010072/1.m3u8
中国功夫,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010087/1.m3u8
超级电视剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010065/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010126/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010120/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010124/1.m3u8
农业致富,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010085/1.m3u8
热播精选,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010121/1.m3u8
炫舞未来,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010039/1.m3u8
咪咕精彩足球,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010148/1.m3u8
优漫卡通SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010118/1.m3u8
卡酷少儿SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010081/1.m3u8
金鹰纪实SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010106/1.m3u8
嘉佳卡通SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010102/1.m3u8
金鹰卡通SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010107/1.m3u8
哈哈炫动SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010117/1.m3u8
山东教育卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010112/1.m3u8
纪实人文,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010067/1.m3u8
北京纪实科教,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010042/1.m3u8

重庆有线,#genre#
欢笑剧场4K,http://dp.sxtv.top:88/2b/cqyx.php?id=hxjc_4K
CCTV-4K,http://dp.sxtv.top:88/2b/cqyx.php?id=CCTV4K
CCTV16-4K,http://dp.sxtv.top:88/2b/cqyx.php?id=CCTV16_4K
CCTV1综合高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv1HD
CCTV2财经高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv2HD
CCTV3综艺高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv3HD
CCTV4中文国际高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv4HD
CCTV5体育高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv5HD
CCTV5P高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv5SportHD
CCTV6电影高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv6HD
CCTV7国防军事高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv7HD
CCTV8电视剧高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv8HD
CCTV9纪录高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv9HD
CCTV10科教高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv10HD
CCTV11戏曲高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv11HD
CCTV12社会与法高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv12HD
CCTV13新闻高清,http://dp.sxtv.top:88/2b/cqyx.php?id=CCTVNewsHD
CCTV14少儿高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctvseHD
CCTV15音乐高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv15HD
CCTV16奥林匹克高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv16HD
CCTV17农业农村高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv17HD
重庆卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=chongqingHD
江苏卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=jiangsuHD
北京卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=beijingHD
浙江卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=zhejiangHD
东方卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=shanghaiHD
深圳卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=shenzhenHD
辽宁卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=liaoningHD
天津卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=tianjinHD
贵州卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=guizhouHD
四川卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=sichuanHD
云南卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=yunnanSD
东南卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=dongnanHD
黑龙江卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=heilongjiangHD
安徽卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=anhuiSD
河北卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=hebeiSD
江西卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=jiangxiHD
湖北卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=hubeiSD
海南卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=hainanSD
吉林卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=jilinHD
广西卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=guangxiHD
内蒙古卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=neimengkuSD
湖南卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=hunanHD
广东卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=guangdongHD
河南卫视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=henanHD
山西卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=shanxiSD
兵团卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=bingtuanSD
宁夏卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=ningxia
北京卡酷少儿,http://dp.sxtv.top:88/2b/cqyx.php?id=bjkakuSD
金鹰卡通高清,http://dp.sxtv.top:88/2b/cqyx.php?id=jinyingSD
三沙卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=sanshaSD
青海卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=qinghaiSD
中国天气,http://dp.sxtv.top:88/2b/cqyx.php?id=tianqiSD
北京纪实科教高清,http://dp.sxtv.top:88/2b/cqyx.php?id=bjayjsSD
山东教育卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=sdjiaoyuSD
新疆卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=xinjiangSD
西藏卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=xizangSD
CGTN,http://dp.sxtv.top:88/2b/cqyx.php?id=cgtnSD
CETV-1,http://dp.sxtv.top:88/2b/cqyx.php?id=cetv-1SD
CETV-4,http://dp.sxtv.top:88/2b/cqyx.php?id=cetv-4SD
生活时尚,http://dp.sxtv.top:88/2b/cqyx.php?id=shenghuo
百姓健康,http://dp.sxtv.top:88/2b/cqyx.php?id=jiankangSD
快乐垂钓高清,http://dp.sxtv.top:88/2b/cqyx.php?id=klcdHD
第一剧场高清,http://dp.sxtv.top:88/2b/cqyx.php?id=diyijuchangHD
都市剧场高清,http://dp.sxtv.top:88/2b/cqyx.php?id=dsjcHD
动漫秀场高清,http://dp.sxtv.top:88/2b/cqyx.php?id=dmxcHD
魅力足球高清,http://dp.sxtv.top:88/2b/cqyx.php?id=mlzqHD
风云剧场高清,http://dp.sxtv.top:88/2b/cqyx.php?id=fyjcHD
求索纪录高清,http://dp.sxtv.top:88/2b/cqyx.php?id=qsjlHD
兵器科技高清,http://dp.sxtv.top:88/2b/cqyx.php?id=bqkjHD
游戏风云高清,http://dp.sxtv.top:88/2b/cqyx.php?id=yxfyHD
怀旧剧场高清,http://dp.sxtv.top:88/2b/cqyx.php?id=hjjcHD
风云音乐高清,http://dp.sxtv.top:88/2b/cqyx.php?id=fyyyHD
央视台球高清,http://dp.sxtv.top:88/2b/cqyx.php?id=ystqHD
风云足球高清,http://dp.sxtv.top:88/2b/cqyx.php?id=fyzqHD
央视文化精品高清,http://dp.sxtv.top:88/2b/cqyx.php?id=yswhHD
高尔夫网球高清,http://dp.sxtv.top:88/2b/cqyx.php?id=golfHD
早期教育高清,http://dp.sxtv.top:88/2b/cqyx.php?id=zaojiaoHD
重庆新闻高清,http://dp.sxtv.top:88/2b/cqyx.php?id=CQTVNewsHD
重庆影视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cqyingshiHD
重庆社会与法高清,http://dp.sxtv.top:88/2b/cqyx.php?id=CQTVTrendyHD
重庆时尚生活高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cqssgwHD
重庆文体娱乐高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cqwtylHD
重庆新农村高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cqggncHD
重庆少儿高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cqseHD
重庆科教高清,http://dp.sxtv.top:88/2b/cqyx.php?id=CQTVkejiaoHD
爱看导视高清,http://dp.sxtv.top:88/2b/cqyx.php?id=aikanHD
重庆汽摩高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cqcarSD
重庆移动高清,http://dp.sxtv.top:88/2b/cqyx.php?id=mryyHD
重广融媒,http://dp.sxtv.top:88/2b/cqyx.php?id=cqrongmei
优购物,http://dp.sxtv.top:88/2b/cqyx.php?id=yougouwu
家家购物,http://dp.sxtv.top:88/2b/cqyx.php?id=jjgw
风尚购物,http://dp.sxtv.top:88/2b/cqyx.php?id=fsgw
聚鲨环球精选,http://dp.sxtv.top:88/2b/cqyx.php?id=jusha
中视购物,http://dp.sxtv.top:88/2b/cqyx.php?id=ysgw
家有购物,http://dp.sxtv.top:88/2b/cqyx.php?id=jygw
央广购物,http://dp.sxtv.top:88/2b/cqyx.php?id=yggw
东方财经高清,http://dp.sxtv.top:88/2b/cqyx.php?id=dfcj
证券服务,http://dp.sxtv.top:88/2b/cqyx.php?id=jiazheng
书画,http://dp.sxtv.top:88/2b/cqyx.php?id=shuhua
新动漫,http://dp.sxtv.top:88/2b/cqyx.php?id=dongman
国学频道,http://dp.sxtv.top:88/2b/cqyx.php?id=guoxue
优优宝贝,http://dp.sxtv.top:88/2b/cqyx.php?id=youxi
中华特产,http://dp.sxtv.top:88/2b/cqyx.php?id=techan
环球奇观,http://dp.sxtv.top:88/2b/cqyx.php?id=car
生态环境,http://dp.sxtv.top:88/2b/cqyx.php?id=shengtai
四海钓鱼,http://dp.sxtv.top:88/2b/cqyx.php?id=diaoyu
发现之旅,http://dp.sxtv.top:88/2b/cqyx.php?id=faxian
车迷,http://dp.sxtv.top:88/2b/cqyx.php?id=doxtv
法治天地,http://dp.sxtv.top:88/2b/cqyx.php?id=fazhi
金色学堂,http://dp.sxtv.top:88/2b/cqyx.php?id=jinse
收藏天下,http://dp.sxtv.top:88/2b/cqyx.php?id=soucang
财富天下,http://dp.sxtv.top:88/2b/cqyx.php?id=caifu
女性时尚,http://dp.sxtv.top:88/2b/cqyx.php?id=nvxing
中学生,http://dp.sxtv.top:88/2b/cqyx.php?id=qicai
天元围棋,http://dp.sxtv.top:88/2b/cqyx.php?id=weiqi
先锋乒羽,http://dp.sxtv.top:88/2b/cqyx.php?id=xianfeng
环球旅游,http://dp.sxtv.top:88/2b/cqyx.php?id=huanqiulvyou
老故事,http://dp.sxtv.top:88/2b/cqyx.php?id=gushi
